1598473115.017212503,3.779771,2.238575
1598473115.046200432,3.845035,2.207365
1598473115.075457099,3.791740,2.245838
1598473115.104664325,3.787465,2.243244
1598473115.133922432,3.846758,2.208380
1598473115.163127227,3.788320,2.243762
1598473115.192294485,3.786610,2.242725
1598473115.221606896,3.784046,2.241169
1598473115.250835051,3.788320,2.243762
1598473115.280051238,3.776351,2.236500
1598473115.309321985,3.843312,2.206350
1598473115.338516571,3.785755,2.242206
1598473115.367747382,3.807256,2.231750
1598473115.396880048,3.785755,2.242206
1598473115.426370573,3.845896,2.207872
1598473115.455381094,3.781481,2.239613
1598473115.484670081,3.808113,2.232265
1598473115.543124950,3.784901,2.241688
1598473115.572358993,3.790885,2.245319
1598473115.606882745,3.851928,2.211425
1598473115.659955616,3.856236,2.213963
1598473115.689291644,3.787465,2.243244
1598473115.718513463,3.850205,2.210410
1598473115.747767922,3.787465,2.243244
1598473115.777058349,3.779274,2.285320
1598473115.806210663,3.785755,2.242206
1598473115.835456322,3.848482,2.209395
1598473115.864651676,3.779771,2.238575
1598473115.893914935,3.805541,2.230720
1598473115.923262643,3.779771,2.238575
1598473115.952393485,3.814113,2.235870
1598473115.982369134,3.780974,2.286372
1598473116.011921548,3.806398,2.231235
1598473116.040264703,3.804684,2.230205
1598473116.069199831,3.782336,2.240131
1598473116.098966166,3.782336,2.240131
1598473116.127725069,3.845035,2.207365
1598473116.157422443,3.780626,2.239094
1598473116.186172450,3.783191,2.240650
1598473116.215538238,3.789175,2.244282
1598473116.244685336,3.787465,2.243244
1598473116.273907986,3.781481,2.239613
1598473116.303107181,3.780124,2.285846
1598473116.332349639,3.781481,2.239613
1598473116.362128071,3.786610,2.242725
1598473116.390832061,3.783191,2.240650
1598473116.420019127,3.782336,2.240131
1598473116.449447444,3.785755,2.242206
1598473116.507879529,3.789175,2.244282
1598473116.536985442,3.788320,2.243762
1598473116.566287070,3.786610,2.242725
1598473116.595701530,3.792595,2.246356
1598473116.624770963,3.845896,2.207872
1598473116.653903949,3.813256,2.235355
1598473116.683036423,3.848482,2.209395
1598473116.712253089,3.812399,2.234840
1598473116.741578781,3.788320,2.243762
1598473116.770841560,3.854513,2.212948
1598473116.799970994,3.786610,2.242725
1598473116.829254605,3.780626,2.239094
1598473116.858868779,3.786610,2.242725
1598473116.887734786,3.787465,2.243244
1598473116.916958621,3.784901,2.241688
1598473116.946255832,3.847620,2.208887
1598473116.975432978,3.784901,2.241688
1598473117.005271154,3.785755,2.242206
1598473117.034114602,3.787465,2.243244
1598473117.063168899,3.788320,2.243762
1598473117.094712561,3.784046,2.241169
1598473117.150795186,3.781481,2.239613
1598473117.180015180,3.844173,2.206857
1598473117.209209671,3.773787,2.234944
1598473117.238497890,3.772932,2.234425
1598473117.267691004,3.833834,2.200767
1598473117.296958583,3.762673,2.228199
1598473117.326200370,3.844009,2.183405
1598473117.355511661,3.770397,2.209603
1598473117.384635943,3.749849,2.220418
1598473117.413864833,3.842851,2.159500
1598473117.444106149,3.856319,2.144084
1598473117.472306358,3.849373,2.140114
1598473117.501580465,3.789587,2.151667
1598473117.530828236,3.716508,2.200186
1598473117.559981510,3.843618,2.113822
1598473117.589213921,3.765400,2.137562
1598473117.619623653,3.779631,2.123000
1598473117.647739574,3.807933,2.093633
1598473117.676832464,3.799230,2.088709
1598473117.706147723,3.780082,2.077875
1598473117.735395750,3.767027,2.070489
1598473117.764642305,3.697157,2.097764
1598473117.793798267,3.683336,2.089703
1598473117.823017909,3.668651,2.081139
1598473117.852320880,3.720027,2.043898
1598473117.881551019,3.701750,2.033557
1598473117.910711749,3.562105,2.084449
1598473117.940100033,3.647951,2.024992
1598473117.969246043,3.524390,2.061787
1598473117.998464501,3.645761,1.980127
1598473118.031896884,3.497818,2.045821
1598473118.086147045,3.587734,1.969050
1598473118.115632034,3.590793,1.949344
1598473118.144592698,3.549438,1.947383
1598473118.174537851,3.547168,1.924913
1598473118.203057423,3.525356,1.912698
1598473118.232321322,3.384426,1.956813
1598473118.261524420,3.443925,1.908381
1598473118.290838943,3.478302,1.865657
1598473118.319969817,3.413662,1.870565
1598473118.349123475,3.446689,1.827725
1598473118.378610032,3.430032,1.818586
1598473118.437104325,3.269129,2.011000
1598473118.466095550,3.248832,1.998193
1598473118.495357656,3.237499,1.810000
1598473118.524647219,3.320782,1.739051
1598473118.553782029,3.296175,1.725690
1598473118.583006280,3.278599,1.716147
1598473118.612221922,3.255834,1.684647
1598473118.641511773,3.236454,1.674234
1598473118.670694103,3.072663,1.790362
1598473118.699927122,3.153806,1.648391
1598473118.729140780,3.156926,1.613007
1598473118.758462823,3.114891,1.608916
1598473118.787516641,2.955084,1.756670
1598473118.816830844,3.055872,1.577204
1598473118.875292625,3.022718,1.541647
1598473118.904495435,2.944648,1.534827
1598473118.933720102,2.986661,1.505016
1598473118.962948288,2.978672,1.466221
1598473118.992131546,2.873527,1.479226
1598473119.021419957,2.942883,1.430807
1598473119.050670160,2.914370,1.416279
1598473119.079864778,2.879102,1.414940
1598473119.109046532,2.768006,1.438918
1598473119.138324703,2.740997,1.456963
1598473119.168816996,2.843711,1.347623
1598473119.196840149,2.757307,1.352211
1598473119.226252593,2.800754,1.326206
1598473119.255231497,2.789120,1.320405
1598473119.284993256,2.782011,1.300976
1598473119.314468581,2.760486,1.290361
1598473119.343606814,2.640846,1.292229
1598473119.372129555,2.771194,1.279884
1598473119.401399437,2.800854,1.294350
1598473119.430595784,2.687606,1.239115
1598473119.460044868,2.897155,1.324949
1598473119.489216574,2.535053,1.237742
1598473119.518262071,2.638158,1.185113
1598473119.547458129,2.616495,1.174781
1598473119.576713292,2.570201,1.167246
1598473119.605944454,2.571556,1.138853
1598473119.635157921,2.535263,1.136035
1598473119.664377467,2.539952,1.109682
1598473119.693670070,2.532665,1.092115
1598473119.722854576,2.506329,1.079974
1598473119.752009962,2.487058,1.057219
1598473119.781228740,2.363040,1.067323
1598473119.810526303,2.447581,1.025620
1598473119.839719449,2.326112,1.049511
1598473119.869018996,2.427063,1.002930
1598473119.898185902,2.374223,1.005797
1598473119.927442153,2.377731,0.980966
1598473119.956720804,2.372530,0.965539
1598473119.985898046,2.373662,0.952971
1598473120.016827495,2.340647,0.938616
1598473120.044337491,2.325117,0.919098
1598473120.073569069,2.310416,0.912782
1598473120.102784263,2.302099,0.896610
1598473120.131945537,2.301988,0.884010
1598473120.161224700,2.263256,0.867769
1598473120.190428598,2.239278,0.857714
1598473120.219605296,2.222679,0.850753
1598473120.249246094,2.207171,0.820253
1598473120.278886060,2.097627,0.832948
1598473120.307364128,2.176105,0.795767
1598473120.337426274,2.158803,0.777129
1598473120.365828917,2.062216,0.783466
1598473120.395027055,2.032705,0.771091
1598473120.424260297,2.105207,0.733113
1598473120.453531780,2.079121,0.711841
1598473120.482720286,2.058503,0.692938
1598473120.511847576,2.050876,0.679135
1598473120.541418133,2.013409,0.665127
1598473120.570438542,1.988756,0.645339
1598473120.599640104,1.890845,0.649752
1598473120.628838914,1.893999,0.610382
1598473120.660462065,1.930983,0.593374
1598473120.716543793,1.888324,0.548523
1598473120.745784492,1.862860,0.530147
1598473120.775021670,1.769646,0.545633
1598473120.804377026,1.803009,0.491322
1598473120.833465371,1.782887,0.475521
1598473120.862665269,1.719077,0.455095
1598473120.891951536,1.741052,0.435095
1598473120.921165450,1.671241,0.413752
1598473120.950442213,1.551183,0.543282
1598473120.980627944,1.680003,0.373294
1598473121.014164615,1.649681,0.347923
1598473121.067319662,1.603634,0.310934
1598473121.096561033,1.502458,0.346518
1598473121.125774147,1.574513,0.287476
1598473121.155095294,1.544919,0.256746
1598473121.184216024,1.516429,0.242417
1598473121.213463890,1.501154,0.223835
1598473121.243009551,1.487090,0.213276
1598473121.271915559,1.471509,0.195194
1598473121.301235426,1.442578,0.181979
1598473121.330353563,1.423732,0.163959
1598473121.359577461,1.363544,0.159073
1598473121.389016818,1.400024,0.138482
1598473121.418071722,1.325237,0.124958
1598473121.447405894,1.308767,0.108944
1598473121.477165125,1.325729,0.092149
1598473121.505667801,1.272369,0.077384
1598473121.534908659,1.276775,0.046522
1598473121.564225102,1.271623,0.039581
1598473121.593945965,1.240365,0.023377
1598473121.623927597,1.234429,0.004458
1598473121.651903261,1.199358,-0.016930
1598473121.681088439,1.121685,-0.024068
1598473121.710353490,1.159212,-0.054845
1598473121.739660685,1.127261,-0.073586
1598473121.768857479,1.105039,-0.091082
1598473121.798097761,1.000216,-0.060268
1598473121.827266139,0.994827,-0.120192
1598473121.856577462,0.951335,-0.101890
1598473121.885910417,0.932908,-0.154045
1598473121.915047819,0.919506,-0.172371
1598473121.944282821,0.949963,-0.206665
1598473121.973481791,0.917085,-0.218555
1598473122.004310407,0.908697,-0.245598
1598473122.031955700,0.864985,-0.258948
1598473122.061244335,0.857802,-0.275795
1598473122.090432681,0.839787,-0.295183
1598473122.123374307,0.727012,-0.250298
1598473122.178178840,0.761984,-0.335840
1598473122.207347186,0.732216,-0.349401
1598473122.236794894,0.648387,-0.307577
1598473122.265927239,0.602696,-0.301255
1598473122.295121857,0.600163,-0.321117
1598473122.324642462,0.567878,-0.326369
1598473122.353659191,0.570519,-0.364026
1598473122.382886801,0.547536,-0.346925
1598473122.470538207,0.493765,-0.386458
1598473122.558308111,0.423737,-0.436596
1598473122.704585395,0.334836,-0.524515
1598473122.792309795,0.264471,-0.479392
1598473122.850764023,0.226088,-0.509296
1598473122.879971601,0.197193,-0.639910
1598473122.909335693,0.171932,-0.649026
1598473122.938711432,0.184468,-0.737596
1598473122.967976067,0.116885,-0.666693
1598473122.997375230,0.091982,-0.667219
1598473123.026272182,0.075451,-0.660144
1598473123.055890067,0.047882,-0.718242
1598473123.084722922,0.027558,-0.744196
1598473123.113920964,-0.000417,-0.732788
1598473123.143240703,-0.024179,-0.735848
1598473123.172542138,-0.045227,-0.755749
1598473123.201784564,-0.066187,-0.763647
1598473123.230987662,-0.086589,-0.782785
1598473123.260228456,-0.093979,-0.759292
1598473123.289491363,-0.128289,-0.810898
1598473123.318700861,-0.148927,-0.821942
1598473123.347973208,-0.171101,-0.852321
1598473123.378290299,-0.189178,-0.843283
1598473123.406463628,-0.210063,-0.867635
1598473123.435729671,-0.225920,-0.865933
1598473123.465169635,-0.242431,-0.868837
1598473123.494196059,-0.259593,-0.874325
1598473123.523443542,-0.278864,-0.889240
1598473123.552707184,-0.299655,-0.907572
1598473123.581964587,-0.316779,-0.921249
1598473123.611111748,-0.333714,-0.931644
1598473123.640409887,-0.348316,-0.945499
1598473123.669622073,-0.367954,-0.961977
1598473123.698912788,-0.380373,-0.964683
1598473123.728153806,-0.401846,-0.983283
1598473123.757387688,-0.415025,-0.986440
1598473123.786696227,-0.426843,-0.997285
1598473123.816164479,-0.442986,-1.007618
1598473123.845142903,-0.461841,-1.024251
1598473123.874391250,-0.472697,-1.029839
1598473123.903645804,-0.482241,-1.031569
1598473123.932980487,-0.509075,-1.065094
1598473123.963509453,-0.519406,-1.067392
1598473123.991363259,-0.528645,-1.066812
1598473124.020591093,-0.539718,-1.081676
1598473124.049854096,-0.549117,-1.080904
1598473124.079092906,-0.561379,-1.086433
1598473124.108362532,-0.587454,-1.121848
1598473124.137596511,-0.582523,-1.099907
1598473124.166862841,-0.591356,-1.107937
1598473124.196551991,-0.611410,-1.128331
1598473124.225514351,-0.611808,-1.118158
1598473124.254604968,-0.622208,-1.128673
1598473124.283783714,-0.634479,-1.142704
1598473124.313194685,-0.644204,-1.151276
1598473124.342356087,-0.644560,-1.141029
1598473124.371662450,-0.658003,-1.156638
1598473124.401023629,-0.661976,-1.153479
1598473124.430095782,-0.673781,-1.165385
1598473124.459307552,-0.690356,-1.186055
1598473124.488576890,-0.688494,-1.182515
1598473124.518050935,-0.690690,-1.175697
1598473124.547082447,-0.692837,-1.168880
1598473124.576273769,-0.703724,-1.189141
1598473124.605570820,-0.704956,-1.180519
1598473124.634808702,-0.714976,-1.198975
1598473124.664098553,-0.714301,-1.186812
1598473124.693310098,-0.722958,-1.202593
1598473124.724174075,-0.723920,-1.204346
1598473124.751840071,-0.729044,-1.202663
1598473124.781079202,-0.728074,-1.200914
1598473124.810297564,-0.711159,-1.191944
1598473124.839519542,-0.730983,-1.206161
1598473124.868770640,-0.733892,-1.211409
1598473124.899664472,-0.730498,-1.205287
1598473124.927232228,-0.734163,-1.200955
1598473124.956472159,-0.739538,-1.210553
1598473124.985728121,-0.735141,-1.202700
1598473125.019308952,-0.733892,-1.211409
1598473125.073466888,-0.613491,-1.143945
1598473125.102713346,-0.731468,-1.207036
1598473125.131947324,-0.730498,-1.205287
1598473125.161195126,-0.787912,-1.296930
1598473125.190436465,-0.620743,-1.159321
1598473125.219671371,-0.732437,-1.208785
1598473125.249036806,-0.631414,-1.147548
1598473125.278394849,-0.693976,-1.181878
1598473125.307546138,-0.731953,-1.207911
1598473125.336785653,-0.731468,-1.207036
1598473125.365894478,-0.705144,-1.191784
1598473125.395127624,-0.729529,-1.203537
1598473125.424396194,-0.724680,-1.194791
1598473125.453675901,-0.738072,-1.207935
1598473125.482874871,-0.734861,-1.213158
1598473125.512151313,-0.732437,-1.208785
1598473125.541484972,-0.732922,-1.209660
1598473125.570584581,-0.650862,-1.153531
1598473125.599823455,-0.735831,-1.214908
1598473125.629108762,-0.769833,-1.264647
1598473125.658343444,-0.732437,-1.208785
1598473125.687587854,-0.782048,-1.286460
1598473125.716815560,-0.734377,-1.212284
1598473125.746082531,-0.801593,-1.321360
1598473125.776044707,-0.727589,-1.200039
1598473125.804563799,-0.731953,-1.207911
1598473125.833837713,-0.711159,-1.191944
1598473125.863015659,-0.731468,-1.207036
1598473125.892267525,-0.735831,-1.214908
1598473125.921428319,-0.730013,-1.204412
1598473125.950791770,-0.726620,-1.198290
1598473125.980225334,-0.729044,-1.202663
1598473126.009383951,-0.731468,-1.207036
1598473126.038449256,-0.730013,-1.204412
1598473126.067752483,-0.731953,-1.207911
1598473126.096948220,-0.728074,-1.200914
1598473126.126218103,-0.734377,-1.212284
1598473126.155559890,-0.731468,-1.207036
1598473126.184674283,-0.733407,-1.210534
1598473126.213892421,-0.736316,-1.215782
1598473126.243118623,-0.729044,-1.202663
1598473126.272331704,-0.731953,-1.207911
1598473126.301606899,-0.733892,-1.211409
1598473126.330855725,-0.735141,-1.202700
1598473126.359988230,-0.727811,-1.189613
1598473126.389252833,-0.733675,-1.200083
1598473126.418534971,-0.739050,-1.209680
1598473126.447786357,-0.742959,-1.216660
1598473126.477209745,-0.739538,-1.210553
1598473126.506265897,-0.742959,-1.216660
1598473126.535521764,-0.751590,-1.220982
1598473126.564710589,-0.665639,-1.160592
1598473126.593987224,-0.755530,-1.227945
1598473126.623211890,-0.756301,-1.218303
1598473126.652384875,-0.763248,-1.230458
1598473126.681665446,-0.764500,-1.221666
1598473126.710965824,-0.694547,-1.194020
1598473126.740191898,-0.631407,-1.181932
1598473126.769378356,-0.735346,-1.214033
1598473126.798627022,-0.667515,-1.186571
1598473126.827793992,-0.674347,-1.188715
1598473126.857080066,-0.702896,-1.198654
1598473126.886302492,-0.676776,-1.216606
1598473126.915532470,-0.689783,-1.219009
1598473126.944725424,-0.704257,-1.223927
1598473126.974011338,-0.708050,-1.219685
1598473127.003293573,-0.737388,-1.228895
1598473127.033462727,-0.777500,-1.244182
1598473127.061751129,-0.774661,-1.250426
1598473127.090929266,-0.784500,-1.256307
1598473127.120232685,-0.766412,-1.258540
1598473127.149423015,-0.740735,-1.294001
1598473127.178609856,-0.753599,-1.294013
1598473127.207873402,-0.765078,-1.291250
1598473127.237293430,-0.787912,-1.296930
1598473127.266333902,-0.806249,-1.317591
1598473127.295683241,-0.805991,-1.329212
1598473127.324766562,-0.814786,-1.344917
1598473127.354039484,-0.836500,-1.346373
1598473127.383277558,-0.848000,-1.366292
1598473127.412489264,-0.861000,-1.388809
1598473127.441699722,-0.875000,-1.413057
1598473127.470959556,-0.883500,-1.427780
1598473127.500160862,-0.881000,-1.423450
1598473127.529346167,-0.872726,-1.435089
1598473127.558648370,-0.892760,-1.457057
1598473127.587947949,-0.908500,-1.471081
1598473127.763299400,-0.988500,-1.609645
